16 ,25 ,3 ,23 ,20 
16 ,28 ,11 ,20 ,6 
16 ,24 ,10 ,30 ,27 
16 ,32 ,9 ,0 ,17 
16 ,1 ,26 ,31 ,10 
16 ,14 ,22 ,15 ,29 
16 ,8 ,23 ,23 ,9 
16 ,2 ,4 ,31 ,3 
16 ,12 ,29 ,48 ,10 
16 ,7 ,16 ,17 ,10 
16 ,6 ,18 ,36 ,30 
17 ,25 ,32 ,23 ,20 
17 ,29 ,28 ,6 ,28 
17 ,23 ,3 ,13 ,21 
17 ,29 ,31 ,13 ,17 
17 ,18 ,21 ,44 ,7 
17 ,17 ,25 ,24 ,30 
17 ,13 ,19 ,34 ,27 
17 ,10 ,16 ,24 ,44 
17 ,9 ,24 ,24 ,0 
17 ,30 ,2 ,10 ,20 
17 ,4 ,14 ,30 ,7 
17 ,5 ,20 ,23 ,10 
17 ,11 ,6 ,23 ,37 
17 ,22 ,6 ,37 ,0 
17 ,8 ,15 ,23 ,17 
17 ,1 ,12 ,7 ,33 
